"x"
38
29
29
31
35
40
28
36
27
33
33
34
35
33
68
36
29
22
34
26
29
31
26
31
31
28
36
34
32
30
26
32
36
31
36
31
31
37
32
28
36
31
30
29
29
31
23
30
30
33
32
36
36
30
