"media","40","50","60","70"
3.5,0.66794473956225,0.783088643574928,0.863422696748302,0.916613966032233
3.55,0.616516025888833,0.734774748046588,0.82246585058365,0.884400019987338
3.6,0.562940253740423,0.681522054227392,0.774506528982382,0.844204415202954
3.65,0.508177523465957,0.624222351216518,0.719962193160978,0.795738786252481
3.7,0.45325465403415,0.564035411007773,0.659712558499119,0.739270062275554
3.75,0.399207800901081,0.502320642665487,0.595074941190586,0.675693196356397
3.8,0.347024173441832,0.440545931807343,0.527724499947787,0.606525158639188
3.85,0.297588282316278,0.38018374656144,0.459566355683642,0.533809964705445
3.9,0.25163756382018,0.322606667040404,0.392575535913137,0.459941951575049
3.95,0.209731036874074,0.268994595719697,0.328626932588037,0.387432040973698
4,0.172233042358618,0.220264008580546,0.269339440209722,0.318654573721354
4.05,0.139312346660847,0.177026104861069,0.215955656304393,0.255616781326279
4.1,0.11095522536258,0.139576316450818,0.169271675309651,0.199787766369194
4.15,0.0869898060952589,0.107913198387306,0.129622270555938,0.152010507708027
4.2,0.0671180954509839,0.0817810337264937,0.0969173034988964,0.112502701362648
4.25,0.0509518045409396,0.0607281154888377,0.0707175617180821,0.0809349853481126
4.3,0.0380482900689922,0.044171855019052,0.0503337899243886,0.0565624850105417
4.35,0.027943537065813,0.0314625137729985,0.0349318892828728,0.0383800599146252
